seed,agent_id,initial_opinion
1,0,0.6932277129733194
1,1,0.7174168413049656
1,2,0.5099503713407393
1,3,0.3853184523542552
1,4,0.3361740177343788
1,5,0.5047001775247575
1,6,0.34668452449836906
1,7,0.2844755832346205
1,8,0.529896796472563
1,9,0.5200061906987907
1,10,0.5819702450507347
1,11,0.36290435843970315
1,12,0.5007507925439859
1,13,0.49028873594409683
1,14,0.2741256498108887
1,15,0.5806995767991551
1,16,0.5481066651498272
1,17,0.858366806486103
1,18,0.5304453765964946
1,19,0.4782946537752619
1,20,0.6849135762543386
1,21,0.5298186872290138
1,22,0.6363546539229814
1,23,0.4451683600651225
1,24,0.5327257720040873
1,25,0.6536433017730527
1,26,0.6044370533679442
1,27,0.5192708372949285
1,28,0.33765379631059333
1,29,0.5667832658541573
1,30,0.5115295222578878
1,31,0.608070139528888
1,32,0.532434940670011
1,33,0.6632278116703285
1,34,0.49226596018641117
1,35,0.5302946090119132
1,36,0.6000164657938474
1,37,0.3369673081738281
1,38,0.43975096098889715
1,39,0.42499571465714475
1,40,0.797092357928487
1,41,0.4860706961515873
1,42,0.5978330335711358
1,43,0.5929062593260579
1,44,0.4578689854719661
1,45,0.26737447593043295
1,46,0.6447265956014214
1,47,0.43892048455046123
1,48,0.6076934985117349
1,49,0.30421027623350533
1,50,0.43430254970452553
1,51,0.6885232016908042
1,52,0.7146505982078778
1,53,0.3046312068292464
1,54,0.3000788781366585
1,55,0.4933603343597252
1,56,0.609236198497808
1,57,0.5240757019068994
1,58,0.5455332061740475
1,59,0.35167453625380807
1,60,0.5880187570720705
1,61,0.6675278511705254
1,62,0.4346491219574026
1,63,0.2849767904504801
1,64,0.3861768764474377
1,65,0.6142487008755474
1,66,0.23994542122453494
1,67,0.48621848182915944
1,68,0.351348757228176
1,69,0.4803298337033422
1,70,0.46332176198779423
1,71,0.5023785174908474
1,72,0.7251811094455101
1,73,0.5631065665411821
1,74,0.7000569118047839
1,75,0.47878809285448193
1,76,0.42806200882595513
1,77,0.5568215873398984
1,78,0.0746313819979944
1,79,0.4940166777961899
1,80,0.524025468361284
1,81,0.3147186883979688
1,82,0.5696547833858826
1,83,0.416113279350956
1,84,0.13113497145845643
1,85,0.468002241444808
1,86,0.3531731383554831
1,87,0.42191061910997807
1,88,0.4771573371941946
1,89,0.6876463023850734
1,90,0.5154722268412385
1,91,0.49572715625244884
1,92,0.5583506624251081
1,93,0.2281861451263078
1,94,0.6860185805935352
1,95,0.3384369619555274
1,96,0.5658642606702511
1,97,0.33098292567970444
1,98,0.35352719530835897
1,99,0.44055681870927493
1,100,0.7843622693927669
1,101,0.6046496651702713
1,102,0.40937052589269995
1,103,0.45735346997056503
1,104,0.3272901898671523
1,105,0.4948759984222891
1,106,0.41403913553747584
1,107,0.608283185394684
1,108,0.2964398659701617
1,109,0.44980351946602515
1,110,0.37369871046963354
1,111,0.3921937311497211
1,112,0.606674232995348
1,113,0.5189458631695034
1,114,0.5877798659421746
1,115,0.6783612273555448
1,116,0.6724354597267841
1,117,0.2942310917876809
1,118,0.5805448535225012
1,119,0.23580973146178075
1,120,0.490420996863791
1,121,0.7878677439997317
1,122,0.4709512106968385
1,123,0.444621209210612
1,124,0.525549625914871
1,125,0.502689263376446
1,126,0.5039890603203094
1,127,0.3864071218538152
1,128,0.6622620048233028
1,129,0.6333589687259624
1,130,0.4681655925411569
1,131,0.5472102569468982
1,132,0.5987670772741264
1,133,0.6548255930504197
1,134,0.5589131530040856
1,135,0.6042652414375138
1,136,0.4605183999749193
1,137,0.3395936387053293
1,138,0.4257003910748107
1,139,0.6528738542556178
1,140,0.6466583971029108
1,141,0.5219403517489838
1,142,0.4148902625562514
1,143,0.5461517400633328
1,144,0.74951488857498
1,145,0.7031675386339198
1,146,0.3974662564569581
1,147,0.49347410505082806
1,148,0.2822436610071368
1,149,0.3296649094247103
1,150,0.528237756341587
1,151,0.5037148231296003
1,152,0.6447133805987744
1,153,0.6901439582050266
1,154,0.6252366523847194
1,155,0.6979665606381052
1,156,0.417936988881193
1,157,0.3306724499828102
1,158,0.5750799159269999
1,159,0.9018029907541842
1,160,0.5535181592953402
1,161,0.32723788569174017
1,162,0.5363588030161323
1,163,0.7138420203361061
1,164,0.3448471493953696
1,165,0.6205082142342223
1,166,0.4083251276232285
1,167,0.6909253739414984
1,168,0.6178160415685311
1,169,0.5456094773101408
1,170,0.8000090802931881
1,171,0.4386635408826326
1,172,0.39708617158274806
1,173,0.778224416552566
1,174,0.36853700020033586
1,175,0.8298339366939049
1,176,0.4939804992537496
1,177,0.34449924576481883
1,178,0.4997099575778695
1,179,0.5195743448638275
1,180,0.5301717628101278
1,181,0.4712059436911145
1,182,0.6621863016968296
1,183,0.15201721163416393
1,184,0.4168095779388025
1,185,0.4606742818616122
1,186,0.7729506699822606
1,187,0.2010932710682652
1,188,0.4490411819878777
1,189,0.32853387791087285
1,190,0.40027940587095645
1,191,0.5960679819878567
1,192,0.5616372787601838
1,193,0.7160105965379688
1,194,0.4100680678790869
1,195,0.5403000162984544
1,196,0.6760088455119007
1,197,0.6355094361943181
1,198,0.4495995772471157
1,199,0.669214116180298
1,200,0.36142987325411924
1,201,0.7705052276779807
1,202,0.5231557677161554
1,203,0.4831047266199743
1,204,0.5406270064959435
1,205,0.6273555983255327
1,206,0.7612235008758903
1,207,0.4786974643232249
1,208,0.4448647755148414
1,209,0.5879802657458144
1,210,0.36926445053183937
1,211,0.24557435462885258
1,212,0.6253892487678062
1,213,0.44308789948309546
1,214,0.6690212148581582
1,215,0.34599507611352603
1,216,0.06556235847156794
1,217,0.542447403251588
1,218,0.5232399794257884
1,219,0.7400632778166425
1,220,0.5788324861998937
1,221,0.5464078713043571
1,222,0.5879947774595865
1,223,0.44491990406436044
1,224,0.5116279194054981
1,225,0.2972159425662134
1,226,0.5778726013300448
1,227,0.3792005245545673
1,228,0.4331252257699887
1,229,0.6049615154667041
1,230,0.637329536274584
1,231,0.3489239886516321
1,232,0.8005768161336756
1,233,0.4112542394032403
1,234,0.6252523899520412
1,235,0.642695077125256
1,236,0.5336096833346903
1,237,0.52582598279107
1,238,0.7695805322193023
1,239,0.6335256779545532
1,240,0.566817557977997
1,241,0.22635840705797816
1,242,0.387935947101415
1,243,0.6744030816230202
1,244,0.52910749616697
1,245,0.3567439209760853
1,246,0.40363413438290263
1,247,0.4540743392980324
1,248,0.6029098405759143
1,249,0.5580519844279282
1,250,0.6496058344470227
1,251,0.3774466538167479
1,252,0.6479036258081213
1,253,0.4247179863495889
1,254,0.45516205297000656
1,255,0.7599682608422205
1,256,0.5111149728265526
1,257,0.4790927275289927
1,258,0.46845841582550407
1,259,0.44227290541764314
1,260,0.7339095993276192
1,261,0.706486931940641
1,262,0.6075389848990101
1,263,0.5276282710083928
1,264,0.6563827103050186
1,265,0.48834324181620553
1,266,0.567893110882
1,267,0.5602803270461562
1,268,0.5133423788467686
1,269,0.7472632431243201
1,270,0.7632874230629993
1,271,0.6985475428941327
1,272,0.21302788174523324
1,273,0.7753904803957437
1,274,0.6053566464097246
1,275,0.4324146299904449
1,276,0.49634087869472104
1,277,0.6707492348130283
1,278,0.6762289705286887
1,279,0.6282564528289538
1,280,0.5211288318942517
1,281,0.5053712518753259
1,282,0.62480850071194
1,283,0.48628738822307815
1,284,0.36529024508221547
1,285,0.40649476556104697
1,286,0.4790527850121597
1,287,0.5498774807896512
1,288,0.8395550735867896
1,289,0.2945292218427592
1,290,0.5715814176868698
1,291,0.4862502365880112
1,292,0.5451368102728117
1,293,0.703088612524341
1,294,0.6862087248216782
1,295,0.4764203629746545
1,296,0.41635650098912924
1,297,0.29556504889072566
1,298,0.48931006993848675
1,299,0.6870468862387129
1,300,0.46023846374523486
1,301,0.6055845983599473
1,302,0.6062135435494203
1,303,0.559586603244751
1,304,0.6626062654328714
1,305,0.4829542058683379
1,306,0.3755857155933239
1,307,0.3241285946859628
1,308,0.6390308676685835
1,309,0.4456946676203437
1,310,0.4533544073756811
1,311,0.6251430439371346
1,312,0.38163868719078226
1,313,0.765536316153111
1,314,0.5999272546811175
1,315,0.4209691238223216
1,316,0.4049585617111973
1,317,0.6622534636135734
1,318,0.3224190555343202
1,319,0.4038430768097636
1,320,0.5009372597504016
1,321,0.530420740085555
1,322,0.5022785591816907
1,323,0.5580797134942349
1,324,0.4454190331698334
1,325,0.48180765375692025
1,326,0.6897718112955946
1,327,0.5968885874608024
1,328,0.43254625741592495
1,329,0.7571959486449537
1,330,0.20137879239381268
1,331,0.5126518160249084
1,332,0.6002284060971577
1,333,0.6458586190713972
1,334,0.5167587770342807
1,335,0.4422935730508447
1,336,0.5878571651133714
1,337,0.4709815451928833
1,338,0.5712070586564039
1,339,0.07150848780382857
1,340,0.5572259001009174
1,341,0.38140102727651387
1,342,0.6411397616378598
1,343,0.6121710782221225
1,344,0.6093248107146284
1,345,0.43932166715036913
1,346,0.5651181469945226
1,347,0.4486708285305378
1,348,0.5322391393629103
1,349,0.47967702375414273
1,350,0.36929802620063545
1,351,0.7965551594190663
1,352,0.6085674409358148
1,353,0.19150431754402597
1,354,0.6340439495613222
1,355,0.29087340594853883
1,356,0.46518760385728464
1,357,0.41272316632445094
1,358,0.4198201797193603
1,359,0.536118913513208
1,360,0.45118342795817457
1,361,0.28273316835480544
1,362,0.49911050444833593
1,363,0.5547304070815062
1,364,0.7654363353955786
1,365,0.437834925987336
1,366,0.32160990255344246
1,367,0.4429408974949708
1,368,0.5979741524662014
1,369,0.36742798059470716
1,370,0.3918432341614895
1,371,0.5831243660088059
1,372,0.49833097997246145
1,373,0.5333050167302676
1,374,0.4056598781283877
1,375,0.37608021941256486
1,376,0.45139718925226785
1,377,0.4769036944176098
1,378,0.4498643567732661
1,379,0.564681929720842
1,380,0.5820790480499963
1,381,0.582212227013759
1,382,0.5718907024623611
1,383,0.36713171579326365
1,384,0.3320907261174021
1,385,0.6202574509861534
1,386,0.5018984383454943
1,387,0.5182793040695242
1,388,0.32602703506208863
1,389,0.4682814047926353
1,390,0.4043534615845307
1,391,0.37035228437080076
1,392,0.4055308868020161
1,393,0.2758723492453084
1,394,0.5127974476398438
1,395,0.6748900289151069
1,396,0.3938308585416701
1,397,0.5142080863396362
1,398,0.3361833266394294
1,399,0.6007467672587871
1,400,0.7795461772648912
1,401,0.31495994341605416
1,402,0.46586157227585334
1,403,0.7135837113479473
1,404,0.55516960045714
1,405,0.517237349477433
1,406,0.19349177797053502
1,407,0.4774429544164154
1,408,0.6377136368308496
1,409,0.7154062426529992
1,410,0.5961904149322508
1,411,0.4130347926709504
1,412,0.3970012518499193
1,413,0.22712638962658177
1,414,0.33866337136811636
1,415,0.668351062885606
1,416,0.48282008652766595
1,417,0.2991716305687757
1,418,0.6978756785805361
1,419,0.249083913527417
1,420,0.6891033632309463
1,421,0.4515463177493691
1,422,0.5509104114762018
1,423,0.6019292008419348
1,424,0.5393509150658241
1,425,0.6907345722384403
1,426,0.5023892804042065
1,427,0.4509729612902892
1,428,0.40072302260623344
1,429,0.2832689777132699
1,430,0.39578570100269334
1,431,0.6473324314682491
1,432,0.62380856600125
1,433,0.7087441818580363
1,434,0.9091774273829065
1,435,0.6070032463274546
1,436,0.5751602446854206
1,437,0.3027590591816143
1,438,0.4635820037661544
1,439,0.8293721127720951
1,440,0.5794536097878477
1,441,0.47930089598969666
1,442,0.5464251931736304
1,443,0.21564595197669945
1,444,0.3748597158469459
1,445,0.3035823530195473
1,446,0.17929977556884952
1,447,0.6153255171564965
1,448,0.6448475718853549
1,449,0.4735061911761116
1,450,0.5519532857617518
1,451,0.3489124343007285
1,452,0.5679349863343942
1,453,0.6144679722662268
1,454,0.7302190201838692
1,455,0.7340994696665122
1,456,0.5731280385614961
1,457,0.4809415805542754
1,458,0.37608126842796263
1,459,0.4091574184143405
1,460,0.5925398838962289
1,461,0.5848340648916233
1,462,0.5027973330702857
1,463,0.7495983004580309
1,464,0.5973009603328499
1,465,0.5024514336581214
1,466,0.4713307546373842
1,467,0.5116074026665084
1,468,0.35762460874777713
1,469,0.3530308716563825
1,470,0.5521319335430852
1,471,0.4122683577582306
1,472,0.45933944534345034
1,473,0.6830845600029742
1,474,0.47104233158337533
1,475,0.6970228717136764
1,476,0.4987387181996536
1,477,0.7275339789437599
1,478,0.5696497225932101
1,479,0.23624954842688517
1,480,0.6857604928891957
1,481,0.46892035181303926
1,482,0.20534283499805167
1,483,0.5170345059900614
1,484,0.5233091934456973
1,485,0.30637054230212357
1,486,0.40891314810267454
1,487,0.5820947469440035
1,488,0.711838341558716
1,489,0.6711159097904952
1,490,0.6834062044327116
1,491,0.668094692400958
1,492,0.12730014296286885
1,493,0.3909912635012043
1,494,0.5280832897204225
1,495,0.09673530725797191
1,496,0.6155244996212945
1,497,0.6337129693890023
1,498,0.38370121095520443
1,499,0.44295485809818236
1,500,0.3591008022143334
1,501,0.4973150260921492
1,502,0.4939311628695762
1,503,0.4989056566029562
1,504,0.3467403491507743
1,505,0.5581164054405602
1,506,0.44887209335889305
1,507,0.6425774125916396
1,508,0.5469562341532176
